pfam_identifier	protein_id
CL0079	confirmatory::Q3HRV4
CL0079	confirmatory::Q3HXX9
CL0079	confirmatory::Q3S2X5
CL0079	confirmatory::Q52R90
CL0079	confirmatory::Q5RA73
CL0079	confirmatory::Q60687
CL0079	confirmatory::Q60HE4
CL0079	confirmatory::Q62590
CL0079	confirmatory::Q64299
CL0079	confirmatory::Q6EV78
CL0079	confirmatory::Q6IY73
CL0079	confirmatory::Q6IY74
CL0079	confirmatory::Q6NT52
CL0079	confirmatory::Q6Q7I7
CL0079	confirmatory::Q6SI68
CL0079	confirmatory::Q6U830
CL0079	confirmatory::Q6V9H4
CL0079	confirmatory::Q7ZZV4
CL0079	confirmatory::Q812B2
CL0079	confirmatory::Q86YW7
CL0079	confirmatory::Q8CI19
CL0079	confirmatory::Q8HY83
CL0079	confirmatory::Q8HY84
CL0079	confirmatory::Q8HZR9
CL0079	confirmatory::Q8WN18
CL0079	confirmatory::Q8WN19
CL0079	confirmatory::Q90225
CL0079	confirmatory::Q91120
CL0079	confirmatory::Q925I7
CL0079	confirmatory::Q95229
CL0079	confirmatory::Q95J82
CL0079	confirmatory::Q95J85
CL0079	confirmatory::Q95J88
CL0079	confirmatory::Q98849
CL0079	confirmatory::Q99PP0
CL0079	confirmatory::Q9BDI9
CL0079	confirmatory::Q9BDJ0
CL0079	confirmatory::Q9DG80
CL0079	confirmatory::Q9DG81
CL0079	confirmatory::Q9EQT1
CL0079	confirmatory::Q9EQX6
CL0079	confirmatory::Q9GZP0
CL0079	confirmatory::Q9I946
CL0079	confirmatory::Q9JK69
CL0079	confirmatory::Q9PW98
CL0079	confirmatory::Q9QYA9
CL0079	confirmatory::Q9QZQ5
CL0079	confirmatory::Q9R1E9
CL0079	confirmatory::Q9YGH2
CL0079	confirmatory::Q9YGK3
CL0079	confirmatory::W4VRX8
CL0079	discovery::P01223
CL0079	discovery::P18427
CL0079	discovery::P80071
CL0079	discovery::P98089
CL0079	discovery::Q1X703
CL0079	discovery::Q3HRV3
CL0079	discovery::Q91121
CL0079	discovery::Q9PW99
CL0083	confirmatory::B3EWQ0
CL0083	confirmatory::P0DUJ6
CL0083	confirmatory::P58923
CL0083	confirmatory::Q9FRT9
CL0084	confirmatory::A0QLI5
CL0084	confirmatory::A3UNN4
CL0084	confirmatory::B0KTG9
CL0084	confirmatory::O05442
CL0084	confirmatory::P00588
CL0084	confirmatory::P04977
CL0084	confirmatory::P15917
CL0084	confirmatory::P24419
CL0084	confirmatory::P75409
CL0084	confirmatory::Q4MV79
CL0084	confirmatory::Q7N8B1
CL0084	confirmatory::Q838U8
CL0084	confirmatory::Q93Q17
CL0088	confirmatory::J3SEZ3
CL0088	confirmatory::P06200
CL0096	confirmatory::C0HLN1
CL0096	confirmatory::P01074
CL0096	confirmatory::P07853
CL0096	confirmatory::P10291
CL0096	confirmatory::P10292
CL0096	confirmatory::P10293
CL0096	confirmatory::P10294
CL0096	confirmatory::P10295
CL0096	confirmatory::P10296
CL0096	confirmatory::P11969
CL0096	confirmatory::P17680
CL0096	confirmatory::P25849
CL0096	confirmatory::P25850
CL0096	confirmatory::P26771
CL0096	confirmatory::P30709
CL0096	confirmatory::P32041
CL0096	confirmatory::P34950
CL0096	confirmatory::P35628
CL0096	confirmatory::P82408
CL0096	confirmatory::P82409
CL0096	confirmatory::P82410
CL0096	confirmatory::P83394
CL0096	confirmatory::P83398
CL0096	confirmatory::P84451
CL0096	confirmatory::Q9S747
CL0096	confirmatory::Q9S8I2
CL0096	discovery::P11968
CL0096	discovery::P12071
CL0096	discovery::P83395
CL0096	discovery::P83396
CL0096	discovery::P84452
CL0099	confirmatory::O75891
CL0099	confirmatory::Q3SY69
CL0099	confirmatory::Q8K009
CL0104	confirmatory::O06695
CL0116	confirmatory::A2AEP0
CL0116	confirmatory::A2AJB7
CL0116	confirmatory::A2BIM8
CL0116	confirmatory::A6NFH5
CL0116	confirmatory::A6YLM6
CL0116	confirmatory::A8MUU1
CL0116	confirmatory::B3EY83
CL0116	confirmatory::B5X0G2
CL0116	confirmatory::B7SUM8
CL0116	confirmatory::C4N147
CL0116	confirmatory::F0UZ12
CL0116	confirmatory::H2B3G5
CL0116	confirmatory::M5AXY1
CL0116	confirmatory::O01814
CL0116	confirmatory::O02323
CL0116	confirmatory::O02772
CL0116	confirmatory::O02853
CL0116	confirmatory::O08716
CL0116	confirmatory::O08976
CL0116	confirmatory::O09114
CL0116	confirmatory::O13008
CL0116	confirmatory::O15540
CL0116	confirmatory::O18873
CL0116	confirmatory::O18874
CL0116	confirmatory::O42386
CL0116	confirmatory::O45035
CL0116	confirmatory::O76821
CL0116	confirmatory::O97788
CL0116	confirmatory::O97921
CL0116	confirmatory::P02689
CL0116	confirmatory::P02690
CL0116	confirmatory::P02691
CL0116	confirmatory::P02693
CL0116	confirmatory::P02694
CL0116	confirmatory::P02696
CL0116	confirmatory::P02753
CL0116	confirmatory::P02754
CL0116	confirmatory::P02755
CL0116	confirmatory::P02756
CL0116	confirmatory::P02758
CL0116	confirmatory::P02761
CL0116	confirmatory::P02762
CL0116	confirmatory::P02763
CL0116	confirmatory::P02764
CL0116	confirmatory::P04119
CL0116	confirmatory::P04916
CL0116	confirmatory::P04939
CL0116	confirmatory::P05413
CL0116	confirmatory::P06172
CL0116	confirmatory::P06910
CL0116	confirmatory::P06911
CL0116	confirmatory::P06912
CL0116	confirmatory::P07361
CL0116	confirmatory::P07380
CL0116	confirmatory::P07435
CL0116	confirmatory::P07483
CL0116	confirmatory::P08937
CL0116	confirmatory::P09455
CL0116	confirmatory::P09466
CL0116	confirmatory::P0C6G6
CL0116	confirmatory::P0DM59
CL0116	confirmatory::P11404
CL0116	confirmatory::P11589
CL0116	confirmatory::P11590
CL0116	confirmatory::P11672
CL0116	confirmatory::P11944
CL0116	confirmatory::P12104
CL0116	confirmatory::P13613
CL0116	confirmatory::P15090
CL0116	confirmatory::P15399
CL0116	confirmatory::P18902
CL0116	confirmatory::P19647
CL0116	confirmatory::P19652
CL0116	confirmatory::P20289
CL0116	confirmatory::P20462
CL0116	confirmatory::P21350
CL0116	confirmatory::P21664
CL0116	confirmatory::P21760
CL0116	confirmatory::P22057
CL0116	confirmatory::P24526
CL0116	confirmatory::P24774
CL0116	confirmatory::P24775
CL0116	confirmatory::P25227
CL0116	confirmatory::P27485
CL0116	confirmatory::P29373
CL0116	confirmatory::P29762
CL0116	confirmatory::P30152
CL0116	confirmatory::P31025
CL0116	confirmatory::P33685
CL0116	confirmatory::P33687
CL0116	confirmatory::P33688
CL0116	confirmatory::P35578
CL0116	confirmatory::P37153
CL0116	confirmatory::P40220
CL0116	confirmatory::P41244
CL0116	confirmatory::P41509
CL0116	confirmatory::P50568
CL0116	confirmatory::P51673
CL0116	confirmatory::P53715
CL0116	confirmatory::P55050
CL0116	confirmatory::P55051
CL0116	confirmatory::P55052
CL0116	confirmatory::P55053
CL0116	confirmatory::P55054
CL0116	confirmatory::P58989
CL0116	confirmatory::P62502
CL0116	confirmatory::P62964
CL0116	confirmatory::P62965
CL0116	confirmatory::P67975
CL0116	confirmatory::P67976
CL0116	confirmatory::P70623
CL0116	confirmatory::P80007
CL0116	confirmatory::P80029
CL0116	confirmatory::P80049
CL0116	confirmatory::P80188
CL0116	confirmatory::P81245
CL0116	confirmatory::P81608
CL0116	confirmatory::P82188
CL0116	confirmatory::P82708
CL0116	confirmatory::P83508
CL0116	confirmatory::P86412
CL0116	confirmatory::Q00724
CL0116	confirmatory::Q00915
CL0116	confirmatory::Q01469
CL0116	confirmatory::Q01584
CL0116	confirmatory::Q05816
CL0116	confirmatory::Q08652
CL0116	confirmatory::Q09139
CL0116	confirmatory::Q17017
CL0116	confirmatory::Q17284
CL0116	confirmatory::Q28133
CL0116	confirmatory::Q28369
CL0116	confirmatory::Q28388
CL0116	confirmatory::Q28679
CL0116	confirmatory::Q29095
CL0116	confirmatory::Q29147
CL0116	confirmatory::Q29487
CL0116	confirmatory::Q29562
CL0116	confirmatory::Q29614
CL0116	confirmatory::Q32KY0
CL0116	confirmatory::Q45KW7
CL0116	confirmatory::Q4TZH2
CL0116	confirmatory::Q56JX9
CL0116	confirmatory::Q5ECE3
CL0116	confirmatory::Q5PXY7
CL0116	confirmatory::Q5R2J5
CL0116	confirmatory::Q5RBM7
CL0116	confirmatory::Q5VFH6
CL0116	confirmatory::Q60590
CL0116	confirmatory::Q62471
CL0116	confirmatory::Q63805
CL0116	confirmatory::Q66RP5
CL0116	confirmatory::Q6JVE5
CL0116	confirmatory::Q6JVE9
CL0116	confirmatory::Q6JVL5
CL0116	confirmatory::Q6PQK2
CL0116	confirmatory::Q6UWW0
CL0116	confirmatory::Q6ZST4
CL0116	confirmatory::Q7M4G0
CL0116	confirmatory::Q7M4G1
CL0116	confirmatory::Q810Z1
CL0116	confirmatory::Q8K1H9
CL0116	confirmatory::Q8MUC1
CL0116	confirmatory::Q8VCG4
CL0116	confirmatory::Q8WNM0
CL0116	confirmatory::Q8WNM1
CL0116	confirmatory::Q8WX39
CL0116	confirmatory::Q91775
CL0116	confirmatory::Q924P3
CL0116	confirmatory::Q95182
CL0116	confirmatory::Q965W1
CL0116	confirmatory::Q96R05
CL0116	confirmatory::Q99MG7
CL0116	confirmatory::Q99P60
CL0116	confirmatory::Q99P61
CL0116	confirmatory::Q9BMK3
CL0116	confirmatory::Q9D267
CL0116	confirmatory::Q9D3H2
CL0116	confirmatory::Q9DAK4
CL0116	confirmatory::Q9EPC5
CL0116	confirmatory::Q9I9P7
CL0116	confirmatory::Q9NPH6
CL0116	confirmatory::Q9NY56
CL0116	confirmatory::Q9QXU1
CL0116	confirmatory::Q9U1G6
CL0116	confirmatory::Q9U5P1
CL0116	confirmatory::Q9UAS2
CL0116	confirmatory::Q9XS65
CL0116	confirmatory::Q9Z1I7
CL0116	confirmatory::S5ZYD3
CL0116	discovery::D1MWE7
CL0116	discovery::G3CJS0
CL0116	discovery::P06768
CL0116	discovery::P21352
CL0116	discovery::P22935
CL0116	discovery::P50120
CL0116	discovery::P51909
CL0116	discovery::Q6T499
CL0117	confirmatory::P0DP58
CL0117	confirmatory::P0DP60
CL0117	confirmatory::P0DP62
CL0117	confirmatory::Q14210
CL0117	confirmatory::Q148C3
CL0117	confirmatory::Q16553
CL0117	confirmatory::Q1RMQ4
CL0117	confirmatory::Q5IS42
CL0117	confirmatory::Q64253
CL0117	confirmatory::Q90986
CL0117	confirmatory::Q9DD23
CL0117	confirmatory::Q9Z0K7
CL0117	discovery::Q8IV16
CL0123	confirmatory::A0A437AFK1
CL0123	confirmatory::J4KNE4
CL0123	confirmatory::J4UQC2
CL0123	confirmatory::J9VG42
CL0123	confirmatory::O16810
CL0123	confirmatory::P01129
CL0123	confirmatory::P09959
CL0123	confirmatory::P33520
CL0123	confirmatory::P39678
CL0123	confirmatory::P39679
CL0123	confirmatory::P40418
CL0123	confirmatory::P41411
CL0123	confirmatory::P41412
CL0123	confirmatory::P54784
CL0123	confirmatory::Q13415
CL0123	confirmatory::Q5SMU7
CL0123	confirmatory::Q710E8
CL0123	confirmatory::Q80Z32
CL0123	confirmatory::Q9SU24
CL0123	confirmatory::Q9Z1N2
CL0124	confirmatory::A0A1S4GMJ4
CL0124	confirmatory::A0A1S4HE51
CL0124	confirmatory::O62589
CL0124	confirmatory::P00739
CL0124	confirmatory::P00751
CL0124	confirmatory::P04186
CL0124	confirmatory::P06681
CL0124	confirmatory::P06866
CL0124	confirmatory::P80015
CL0124	confirmatory::P81187
CL0124	confirmatory::Q3SYW2
CL0124	confirmatory::Q61646
CL0124	confirmatory::Q7K5M0
CL0124	confirmatory::Q863A0
CL0124	confirmatory::Q864W0
CL0124	confirmatory::Q8CG16
CL0124	confirmatory::Q8SQ74
CL0124	confirmatory::Q9DAA4
CL0124	confirmatory::Q9NAS8
CL0124	confirmatory::Q9UI38
CL0124	confirmatory::Q9VER6
CL0124	discovery::B5U2W0
CL0124	discovery::C1IBY0
CL0124	discovery::P09332
CL0124	discovery::P83298
CL0124	discovery::Q4QXT9
CL0124	discovery::Q6VPT6
CL0125	confirmatory::P0DXX9
CL0125	confirmatory::Q48R29
CL0125	confirmatory::Q54ME1
CL0126	confirmatory::A0A0N9E2K8
CL0126	confirmatory::A2ZVG7
CL0126	confirmatory::A4KX75
CL0126	confirmatory::A8MPR5
CL0126	confirmatory::C9D7R2
CL0126	confirmatory::D0EM77
CL0126	confirmatory::F3YDF1
CL0126	confirmatory::G5EBU3
CL0126	confirmatory::G5EGM1
CL0126	confirmatory::O04529
CL0126	confirmatory::O13065
CL0126	confirmatory::O18733
CL0126	confirmatory::O18767
CL0126	confirmatory::O18927
CL0126	confirmatory::O23507
CL0126	confirmatory::O35548
CL0126	confirmatory::O44836
CL0126	confirmatory::O54732
CL0126	confirmatory::O55123
CL0126	confirmatory::O55761
CL0126	confirmatory::O60882
CL0126	confirmatory::O62806
CL0126	confirmatory::O70138
CL0126	confirmatory::O75900
CL0126	confirmatory::O77656
CL0126	confirmatory::O80860
CL0126	confirmatory::O80983
CL0126	confirmatory::O88676
CL0126	confirmatory::O88766
CL0126	confirmatory::O88967
CL0126	confirmatory::O93470
CL0126	confirmatory::P03956
CL0126	confirmatory::P03957
CL0126	confirmatory::P07152
CL0126	confirmatory::P08253
CL0126	confirmatory::P08254
CL0126	confirmatory::P09237
CL0126	confirmatory::P09238
CL0126	confirmatory::P0AAI3
CL0126	confirmatory::P13943
CL0126	confirmatory::P14780
CL0126	confirmatory::P15917
CL0126	confirmatory::P21692
CL0126	confirmatory::P22757
CL0126	confirmatory::P22894
CL0126	confirmatory::P23694
CL0126	confirmatory::P24347
CL0126	confirmatory::P28053
CL0126	confirmatory::P28862
CL0126	confirmatory::P28863
CL0126	confirmatory::P29136
CL0126	confirmatory::P32795
CL0126	confirmatory::P33434
CL0126	confirmatory::P33436
CL0126	confirmatory::P37476
CL0126	confirmatory::P39900
CL0126	confirmatory::P40341
CL0126	confirmatory::P41245
CL0126	confirmatory::P45452
CL0126	confirmatory::P50280
CL0126	confirmatory::P50282
CL0126	confirmatory::P50757
CL0126	confirmatory::P51511
CL0126	confirmatory::P51512
CL0126	confirmatory::P52176
CL0126	confirmatory::P53690
CL0126	confirmatory::P57748
CL0126	confirmatory::P79227
CL0126	confirmatory::P79287
CL0126	confirmatory::P91953
CL0126	confirmatory::P9WQN3
CL0126	confirmatory::Q02853
CL0126	confirmatory::Q06VC5
CL0126	confirmatory::Q0E587
CL0126	confirmatory::Q10738
CL0126	confirmatory::Q10739
CL0126	confirmatory::Q10835
CL0126	confirmatory::Q11005
CL0126	confirmatory::Q11133
CL0126	confirmatory::Q19204
CL0126	confirmatory::Q1PDW5
CL0126	confirmatory::Q28397
CL0126	confirmatory::Q2KJI7
CL0126	confirmatory::Q2TBM7
CL0126	confirmatory::Q39102
CL0126	confirmatory::Q3ULF4
CL0126	confirmatory::Q499S5
CL0126	confirmatory::Q4MV79
CL0126	confirmatory::Q55700
CL0126	confirmatory::Q5SI82
CL0126	confirmatory::Q5W7F4
CL0126	confirmatory::Q5XF51
CL0126	confirmatory::Q63341
CL0126	confirmatory::Q67WJ2
CL0126	confirmatory::Q6Y4Q5
CL0126	confirmatory::Q8GWW6
CL0126	confirmatory::Q8JZQ2
CL0126	confirmatory::Q8K3F2
CL0126	confirmatory::Q8N119
CL0126	confirmatory::Q8W585
CL0126	confirmatory::Q90611
CL0126	confirmatory::Q90YC2
CL0126	confirmatory::Q920A7
CL0126	confirmatory::Q925S8
CL0126	confirmatory::Q95220
CL0126	confirmatory::Q96TA2
CL0126	confirmatory::Q99542
CL0126	confirmatory::Q99PW6
CL0126	confirmatory::Q9EPL5
CL0126	confirmatory::Q9ESP7
CL0126	confirmatory::Q9FGM0
CL0126	confirmatory::Q9FH02
CL0126	confirmatory::Q9FIM2
CL0126	confirmatory::Q9GLE4
CL0126	confirmatory::Q9GLE5
CL0126	confirmatory::Q9H239
CL0126	confirmatory::Q9H306
CL0126	confirmatory::Q9JHI0
CL0126	confirmatory::Q9N3T5
CL0126	confirmatory::Q9NPA2
CL0126	confirmatory::Q9NRE1
CL0126	confirmatory::Q9R001
CL0126	confirmatory::Q9R0S2
CL0126	confirmatory::Q9SAJ3
CL0126	confirmatory::Q9TT92
CL0126	confirmatory::Q9ULZ9
CL0126	confirmatory::Q9UNA0
CL0126	confirmatory::Q9UP79
CL0126	confirmatory::Q9UQ90
CL0126	confirmatory::Q9WTR0
CL0126	confirmatory::Q9WZ49
CL0126	confirmatory::Q9XSZ5
CL0126	confirmatory::Q9Y4W6
CL0126	confirmatory::Q9Y5R2
CL0126	confirmatory::Q9ZUJ5
CL0126	discovery::B5AJT2
CL0126	discovery::P34960
CL0126	discovery::P54355
CL0126	discovery::Q3U435
CL0126	discovery::Q9XT90
CL0126	discovery::U6BLN5
CL0128	confirmatory::A0A509AST0
CL0128	confirmatory::P00751
CL0128	confirmatory::P04186
CL0128	confirmatory::P06681
CL0128	confirmatory::P16893
CL0128	confirmatory::P81187
CL0128	confirmatory::Q01443
CL0128	confirmatory::Q3SYW2
CL0128	confirmatory::Q6DCQ6
CL0128	confirmatory::Q70UZ7
CL0128	confirmatory::Q863A0
CL0128	confirmatory::Q864W0
CL0128	confirmatory::Q8SQ74
CL0137	confirmatory::P34914
CL0137	confirmatory::P80299
CL0137	confirmatory::Q6Q2C2
CL0143	confirmatory::Q06K77
CL0154	confirmatory::O00548
CL0154	confirmatory::O57409
CL0154	confirmatory::O88516
CL0154	confirmatory::O88671
CL0154	confirmatory::P10041
CL0154	confirmatory::P35447
CL0154	confirmatory::P97677
CL0154	confirmatory::Q61483
CL0154	confirmatory::Q6DI48
CL0154	confirmatory::Q8UWJ4
CL0154	confirmatory::Q8VCC9
CL0154	confirmatory::Q9GLX9
CL0154	confirmatory::Q9HCB6
CL0154	confirmatory::Q9IAT6
CL0154	confirmatory::Q9NR61
CL0154	confirmatory::Q9NYJ7
CL0154	confirmatory::Q9W770
CL0158	confirmatory::A0A1L3THR9
CL0159	confirmatory::A0A0M3R8G2
CL0159	confirmatory::A3DCH1
CL0159	confirmatory::A3DDN1
CL0159	confirmatory::A5D6U8
CL0159	confirmatory::A9JQS7
CL0159	confirmatory::A9QY38
CL0159	confirmatory::A9QY39
CL0159	confirmatory::A9QY40
CL0159	confirmatory::B4F785
CL0159	confirmatory::C5IAW9
CL0159	confirmatory::C7B178
CL0159	confirmatory::D0EM77
CL0159	confirmatory::F1LW30
CL0159	confirmatory::F4HPF1
CL0159	confirmatory::F4HSQ2
CL0159	confirmatory::F4IG09
CL0159	confirmatory::F4JA91
CL0159	confirmatory::F4JJH4
CL0159	confirmatory::F4JJH5
CL0159	confirmatory::F4JXC5
CL0159	confirmatory::F4KEL0
CL0159	confirmatory::F4KGD4
CL0159	confirmatory::G7KEU7
CL0159	confirmatory::I1N462
CL0159	confirmatory::J9VDC2
CL0159	confirmatory::O08721
CL0159	confirmatory::O08722
CL0159	confirmatory::O08747
CL0159	confirmatory::O23244
CL0159	confirmatory::O23357
CL0159	confirmatory::O48840
CL0159	confirmatory::O49607
CL0159	confirmatory::O64481
CL0159	confirmatory::O64495
CL0159	confirmatory::O65351
CL0159	confirmatory::O73630
CL0159	confirmatory::O82777
CL0159	confirmatory::O95185
CL0159	confirmatory::P0C2S1
CL0159	confirmatory::P0C2S4
CL0159	confirmatory::P25799
CL0159	confirmatory::P29141
CL0159	confirmatory::P35447
CL0159	confirmatory::P54423
CL0159	confirmatory::P56957
CL0159	confirmatory::Q00653
CL0159	confirmatory::Q02297
CL0159	confirmatory::Q09131
CL0159	confirmatory::Q12546
CL0159	confirmatory::Q1HLC0
CL0159	confirmatory::Q1PDX5
CL0159	confirmatory::Q26261
CL0159	confirmatory::Q38924
CL0159	confirmatory::Q39547
CL0159	confirmatory::Q4VBE4
CL0159	confirmatory::Q501P1
CL0159	confirmatory::Q53RD9
CL0159	confirmatory::Q63369
CL0159	confirmatory::Q63HQ2
CL0159	confirmatory::Q6F3J0
CL0159	confirmatory::Q6TPH1
CL0159	confirmatory::Q6UXZ4
CL0159	confirmatory::Q6ZMU1
CL0159	confirmatory::Q6ZNF0
CL0159	confirmatory::Q761X5
CL0159	confirmatory::Q7T2Z5
CL0159	confirmatory::Q8BX37
CL0159	confirmatory::Q8GUK4
CL0159	confirmatory::Q8GWX9
CL0159	confirmatory::Q8H1R2
CL0159	confirmatory::Q8IZJ1
CL0159	confirmatory::Q8JGT4
CL0159	confirmatory::Q8K1S2
CL0159	confirmatory::Q8K1S3
CL0159	confirmatory::Q8L7D2
CL0159	confirmatory::Q8L7I2
CL0159	confirmatory::Q8VCC9
CL0159	confirmatory::Q949Y3
CL0159	confirmatory::Q9C510
CL0159	confirmatory::Q9C7U8
CL0159	confirmatory::Q9C927
CL0159	confirmatory::Q9FGU3
CL0159	confirmatory::Q9FHA4
CL0159	confirmatory::Q9FI12
CL0159	confirmatory::Q9FIF8
CL0159	confirmatory::Q9FIG1
CL0159	confirmatory::Q9FIG2
CL0159	confirmatory::Q9FIM5
CL0159	confirmatory::Q9FIM6
CL0159	confirmatory::Q9FK76
CL0159	confirmatory::Q9FLI4
CL0159	confirmatory::Q9GLX9
CL0159	confirmatory::Q9HCB6
CL0159	confirmatory::Q9LLL8
CL0159	confirmatory::Q9LMG7
CL0159	confirmatory::Q9LMX4
CL0159	confirmatory::Q9LNU1
CL0159	confirmatory::Q9LUM3
CL0159	confirmatory::Q9LVJ1
CL0159	confirmatory::Q9LX83
CL0159	confirmatory::Q9LXI7
CL0159	confirmatory::Q9MAP4
CL0159	confirmatory::Q9MAP5
CL0159	confirmatory::Q9MAP7
CL0159	confirmatory::Q9SA75
CL0159	confirmatory::Q9SE00
CL0159	confirmatory::Q9SI18
CL0159	confirmatory::Q9SIV9
CL0159	confirmatory::Q9STF7
CL0159	confirmatory::Q9SUN6
CL0159	confirmatory::Q9SVT4
CL0159	confirmatory::Q9SZV5
CL0159	confirmatory::Q9SZY2
CL0159	confirmatory::Q9W770
CL0159	confirmatory::Q9ZSB0
CL0159	confirmatory::Q9ZSB1
CL0159	confirmatory::Q9ZUF6
CL0159	discovery::Q5MAU8
CL0159	discovery::Q93WP4
CL0159	discovery::Q9RYL9
CL0159	discovery::Q9SZY3
CL0163	confirmatory::A0A509AQU3
CL0163	confirmatory::A0AB36VXQ9
CL0163	confirmatory::A3C4N5
CL0163	confirmatory::A5D6U8
CL0163	confirmatory::A6H772
CL0163	confirmatory::A7YY53
CL0163	confirmatory::A8XE00
CL0163	confirmatory::A9BJC1
CL0163	confirmatory::A9JRC7
CL0163	confirmatory::B0XUR7
CL0163	confirmatory::B1WBP0
CL0163	confirmatory::B3A0N5
CL0163	confirmatory::C4M1P9
CL0163	confirmatory::C7G3A0
CL0163	confirmatory::D4GUK0
CL0163	confirmatory::D4P095
CL0163	confirmatory::G0RYR3
CL0163	confirmatory::G5EBX9
CL0163	confirmatory::G5EGK8
CL0163	confirmatory::O00743
CL0163	confirmatory::O02658
CL0163	confirmatory::O04951
CL0163	confirmatory::O13765
CL0163	confirmatory::O14830
CL0163	confirmatory::O15442
CL0163	confirmatory::O15757
CL0163	confirmatory::O23244
CL0163	confirmatory::O31614
CL0163	confirmatory::O34870
CL0163	confirmatory::O35385
CL0163	confirmatory::O42773
CL0163	confirmatory::O48840
CL0163	confirmatory::O74789
CL0163	confirmatory::O76932
CL0163	confirmatory::O82733
CL0163	confirmatory::O82734
CL0163	confirmatory::O84467
CL0163	confirmatory::P07024
CL0163	confirmatory::P08331
CL0163	confirmatory::P09889
CL0163	confirmatory::P0AEW4
CL0163	confirmatory::P0AG76
CL0163	confirmatory::P11084
CL0163	confirmatory::P11493
CL0163	confirmatory::P11611
CL0163	confirmatory::P11612
CL0163	confirmatory::P12982
CL0163	confirmatory::P13681
CL0163	confirmatory::P13686
CL0163	confirmatory::P14747
CL0163	confirmatory::P16298
CL0163	confirmatory::P20604
CL0163	confirmatory::P20651
CL0163	confirmatory::P20654
CL0163	confirmatory::P22848
CL0163	confirmatory::P23287
CL0163	confirmatory::P23594
CL0163	confirmatory::P23595
CL0163	confirmatory::P23635
CL0163	confirmatory::P23636
CL0163	confirmatory::P23696
CL0163	confirmatory::P23880
CL0163	confirmatory::P24309
CL0163	confirmatory::P26570
CL0163	confirmatory::P29288
CL0163	confirmatory::P32598
CL0163	confirmatory::P32829
CL0163	confirmatory::P32838
CL0163	confirmatory::P32945
CL0163	confirmatory::P36614
CL0163	confirmatory::P36873
CL0163	confirmatory::P36874
CL0163	confirmatory::P40152
CL0163	confirmatory::P40421
CL0163	confirmatory::P40986
CL0163	confirmatory::P44046
CL0163	confirmatory::P44569
CL0163	confirmatory::P48452
CL0163	confirmatory::P48453
CL0163	confirmatory::P48454
CL0163	confirmatory::P48455
CL0163	confirmatory::P48456
CL0163	confirmatory::P48457
CL0163	confirmatory::P48460
CL0163	confirmatory::P48461
CL0163	confirmatory::P48462
CL0163	confirmatory::P48463
CL0163	confirmatory::P48482
CL0163	confirmatory::P48483
CL0163	confirmatory::P48484
CL0163	confirmatory::P48485
CL0163	confirmatory::P48486
CL0163	confirmatory::P48528
CL0163	confirmatory::P48529
CL0163	confirmatory::P48578
CL0163	confirmatory::P48727
CL0163	confirmatory::P49959
CL0163	confirmatory::P53041
CL0163	confirmatory::P53042
CL0163	confirmatory::P53043
CL0163	confirmatory::P55799
CL0163	confirmatory::P58242
CL0163	confirmatory::P60510
CL0163	confirmatory::P61287
CL0163	confirmatory::P61292
CL0163	confirmatory::P62136
CL0163	confirmatory::P62137
CL0163	confirmatory::P62138
CL0163	confirmatory::P62139
CL0163	confirmatory::P62140
CL0163	confirmatory::P62142
CL0163	confirmatory::P62143
CL0163	confirmatory::P62714
CL0163	confirmatory::P62715
CL0163	confirmatory::P63088
CL0163	confirmatory::P63328
CL0163	confirmatory::P63329
CL0163	confirmatory::P63330
CL0163	confirmatory::P63331
CL0163	confirmatory::P67774
CL0163	confirmatory::P67775
CL0163	confirmatory::P67776
CL0163	confirmatory::P67777
CL0163	confirmatory::P70158
CL0163	confirmatory::P78968
CL0163	confirmatory::P91420
CL0163	confirmatory::P97470
CL0163	confirmatory::P9WP64
CL0163	confirmatory::P9WP65
CL0163	confirmatory::Q04119
CL0163	confirmatory::Q04519
CL0163	confirmatory::Q05117
CL0163	confirmatory::Q05547
CL0163	confirmatory::Q05681
CL0163	confirmatory::Q05924
CL0163	confirmatory::Q07098
CL0163	confirmatory::Q07099
CL0163	confirmatory::Q07100
CL0163	confirmatory::Q08209
CL0163	confirmatory::Q09131
CL0163	confirmatory::Q09496
CL0163	confirmatory::Q0E2S4
CL0163	confirmatory::Q0G819
CL0163	confirmatory::Q0VD19
CL0163	confirmatory::Q10916
CL0163	confirmatory::Q12546
CL0163	confirmatory::Q15777
CL0163	confirmatory::Q23255
CL0163	confirmatory::Q23498
CL0163	confirmatory::Q27497
CL0163	confirmatory::Q38924
CL0163	confirmatory::Q3LIE5
CL0163	confirmatory::Q3SWW9
CL0163	confirmatory::Q3T0E7
CL0163	confirmatory::Q3ZC91
CL0163	confirmatory::Q4WM22
CL0163	confirmatory::Q4WUR1
CL0163	confirmatory::Q53F39
CL0163	confirmatory::Q54RD6
CL0163	confirmatory::Q54SR8
CL0163	confirmatory::Q55GC7
CL0163	confirmatory::Q566Y9
CL0163	confirmatory::Q5A6B6
CL0163	confirmatory::Q5BJ92
CL0163	confirmatory::Q5M886
CL0163	confirmatory::Q5R740
CL0163	confirmatory::Q60676
CL0163	confirmatory::Q60HE6
CL0163	confirmatory::Q627N3
CL0163	confirmatory::Q641Z7
CL0163	confirmatory::Q6AU07
CL0163	confirmatory::Q6GQL2
CL0163	confirmatory::Q6NVU2
